title,overview,genres,vote_average,vote_count,release_date,original_language,popularity,poster_path,budget,revenue,runtime
"Monsters, Inc.","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.","Animation, Comedy, Family",7.835,17189,2001-11-01,en,86.936,/sgheSKxZkttIe8ONsf2sWXPgip3.jpg,115000000,579707738,92
Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.","Animation, Adventure, Family, Comedy",7.971,17152,1995-10-30,en,78.404,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,30000000,394400000,81
The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.","Western, Drama, Adventure",7.5,17114,2015-12-25,en,36.747,/ji3ecJphATlVgWNY0B0RVXZizdf.jpg,135000000,532950503,157
Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.","Action, Adventure, Fantasy",5.952,17081,2016-03-23,en,78.589,/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,250000000,873637528,152
The Lion King,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?","Family, Animation, Drama",8.256,16991,1994-06-24,en,87.384,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,45000000,763455561,89
Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.","Action, Drama, Adventure",8.209,16962,2000-05-04,en,53.587,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,103000000,465361176,155
The Truman Show,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend, is really an actor, paid to be part of his life.","Comedy, Drama",8.133,16827,1998-06-04,en,42.954,/vuza0WqY239yBXOadKlGwJsZJFE.jpg,60000000,264118201,103
The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.","Action, Adventure, Animation, Family",7.704,16584,2004-10-27,en,62.609,/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,92000000,631442092,115
Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.","Drama, Science Fiction, Mystery",7.6,16564,2016-11-10,en,47.983,/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,47000000,203388186,116
Parasite,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.","Comedy, Thriller, Drama",8.515,16430,2019-05-30,ko,64.627,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,11363000,257591776,133
Thor: The Dark World,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.","Action, Adventure, Fantasy",6.538,16359,2013-10-30,en,59.968,/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,170000000,644783140,112
The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.","Action, Adventure, Fantasy",6.691,16352,2012-06-23,en,78.989,/jIfkQNARYyERqRAq1p1c8xgePp4.jpg,215000000,757930663,136
Split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.","Horror, Thriller",7.337,16345,2017-01-19,en,44.51,/lli31lYTFpvxVBeFHWoe5PMfW5s.jpg,9000000,278454358,117
Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,"Action, Comedy, Adventure",7.492,16324,2018-05-10,en,66.096,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,110000000,785896609,120
The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.","Horror, Thriller",8.218,16205,1980-05-23,en,45.252,/xazWoLealQwEgqZ89MLZklLZD3k.jpg,19000000,44781695,144
Kill Bill: Vol. 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.","Action, Crime",7.97,16188,2003-10-10,en,36.315,/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,30000000,180906076,111
The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.","Adventure, Action, Science Fiction",7.4,16182,2013-11-15,en,49.864,/vrQHDXjVmbYzadOXQ0UaObunoy2.jpg,130000000,865011746,146
The Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,"Drama, Comedy",8.277,16083,2011-11-02,fr,41.656,/323BP0itpxTsO0skTwdnVmf7YC9.jpg,13000000,426588510,113
Get Out,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.","Mystery, Thriller, Horror",7.62,16081,2017-02-24,en,36.442,/mE24wUCfjK8AoBBjaMjho7Rczr7.jpg,4500000,255407969,104
The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.","History, Drama, Thriller, War",8.007,15973,2014-11-14,en,47.491,/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,14000000,233555708,113
Bohemian Rhapsody,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.","Music, Drama, History",7.997,15965,2018-10-24,en,37.55,/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,52000000,903992901,135
The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.","Fantasy, Drama, Crime",8.507,15937,1999-12-10,en,83.739,/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,60000000,286801374,189
The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.","Action, Mystery, Science Fiction, Thriller",7.173,15901,2014-09-10,en,83.206,/ode14q7WtDugFDp78fo9lCsmay9.jpg,34000000,348319861,113
The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",Comedy,7.312,15812,2009-06-02,en,72.655,/uluhlXubGu1VxU63X9VHCLWDAYP.jpg,35000000,469310836,100
The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.","Adventure, Action, Science Fiction",8.4,15773,1980-05-20,en,35.265,/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,18000000,538400000,124
Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.","Animation, Comedy, Fantasy, Adventure, Family",7.73,15765,2001-05-18,en,94.456,/dyhaB19AICF7TO7CK2aD6KfymnQ.jpg,60000000,487853320,90
Ratatouille,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.","Animation, Comedy, Family, Fantasy",7.809,15728,2007-06-28,en,82.488,/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,150000000,623726000,111
Kingsman: The Secret Service,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,"Crime, Comedy, Action, Adventure",7.636,15664,2014-12-13,en,56.288,/ay7xwXn1G9fzX9TUBlkGA584rGi.jpg,81000000,414351546,129
La La Land,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.","Comedy, Drama, Romance, Music",7.897,15625,2016-11-29,en,32.009,/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg,30000000,447407695,129
